what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868226869
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1297868231652
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1297868231996
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1297868232309
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1297868232856
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1297868236842
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1297868238608
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1297868243610
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1297868244986
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1297868245283
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1297868250472
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868257460
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868257460
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1297868257475
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1297868282376
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1297868282579
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1297868286049
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1297868297726
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868297820
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868297820
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868298054
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868301993
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868304963
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868304979
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297868305104
