what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866375498
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1297866377202
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1297866378796
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1297866378796
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1297866380062
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866382876
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866402665
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1297866406104
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1297866406651
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1297866406761
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1297866406948
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866410809
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866433881
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1297866436429
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1297866436882
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1297866437726
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1297866441306
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866442822
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866443025
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1297866446464
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866448402
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866448590
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1297866451716
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866452795
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297866452998
