what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872797078
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1297872835971
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1297872839988
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1297872850446
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872852307
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872890652
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1297872892309
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1297872894044
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872896732
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872902516
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1297872909112
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872909128
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872912880
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1297872917507
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1297872918304
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1297872918320
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1297872918320
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872934701
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872936327
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1297872936327
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872946894
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872948535
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297872952615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297873005075
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1297873009233
