what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686393182
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686425951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686430963
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686586963
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686588944
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686592953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686593801
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686601868
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686602160
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686642662
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296686658996
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296686671257
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686672349
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296686692721
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296686705809
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296686707619
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1296686709023
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1296686709210
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296686710099
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296686714140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296686719147
